Type|Number of Grains|Severity|Pollen Count (Grains/m^3)|Date
Trees|2223|HIGH (271 - 3000 grains)|712.5|03/18/2015
Weeds|0|LOW (0 - 30 grains)|0.0|03/18/2015
Grasses|0|LOW (0 - 15 grains)|0.0|03/19/2015
Trees|933|HIGH (271 - 3000 grains)|299.0|03/19/2015
Weeds|0|LOW (0 - 30 grains)|0.0|03/19/2015
Grasses|7|LOW (0 - 15 grains)|2.2|03/23/2015
Trees|571|HIGH (271 - 3000 grains)|183.0|03/23/2015
Weeds|2|LOW (0 - 30 grains)|0.6|03/23/2015
Grasses|5|LOW (0 - 15 grains)|1.6|03/24/2015
Trees|427|HIGH (271 - 3000 grains)|136.9|03/24/2015
Weeds|2|LOW (0 - 30 grains)|0.6|03/24/2015
Grasses|3|LOW (0 - 15 grains)|1.0|03/25/2015
Trees|243|MODERATE (46 - 270 grains)|77.9|03/25/2015
Weeds|1|LOW (0 - 30 grains)|0.3|03/25/2015
Grasses|4|LOW (0 - 15 grains)|1.3|03/26/2015
Trees|246|MODERATE (46 - 270 grains)|78.8|03/26/2015
Weeds|0|LOW (0 - 30 grains)|0.0|03/26/2015
Grasses|8|LOW (0 - 15 grains)|2.6|03/27/2015
Trees|2356|HIGH (271 - 3000 grains)|755.1|03/27/2015
Weeds|25|LOW (0 - 30 grains)|8.0|03/27/2015
Grasses|4|LOW (0 - 15 grains)|1.3|03/30/2015
Trees|251|MODERATE (46 - 270 grains)|80.4|03/30/2015
Weeds|7|LOW (0 - 30 grains)|2.2|03/30/2015
Grasses|0|LOW (0 - 15 grains)|0.0|03/31/2015
Trees|121|MODERATE (46 - 270 grains)|38.8|03/31/2015
Weeds|2|LOW (0 - 30 grains)|0.6|03/31/2015
Grasses|9|LOW (0 - 15 grains)|2.9|04/01/2015
Trees|1419|HIGH (271 - 3000 grains)|454.8|04/01/2015
Weeds|15|LOW (0 - 30 grains)|4.8|04/01/2015
Grasses|15|LOW (0 - 15 grains)|4.8|04/02/2015
Trees|1275|HIGH (271 - 3000 grains)|408.7|04/02/2015
Weeds|12|LOW (0 - 30 grains)|3.8|04/02/2015
Grasses|30|MODERATE (16 - 60 grains)|9.6|04/06/2015
Trees|3294|VERY HIGH (3001 - 999999 grains)|1055.8|04/06/2015
Weeds|18|LOW (0 - 30 grains)|5.8|04/06/2015
Grasses|39|MODERATE (16 - 60 grains)|12.5|04/07/2015
Trees|5379|VERY HIGH (3001 - 999999 grains)|1724.0|04/07/2015
Weeds|57|MODERATE (31 - 120 grains)|18.3|04/07/2015
Grasses|33|MODERATE (16 - 60 grains)|10.6|04/08/2015
Trees|3315|VERY HIGH (3001 - 999999 grains)|1062.5|04/08/2015
Weeds|15|LOW (0 - 30 grains)|4.8|04/08/2015
Grasses|15|LOW (0 - 15 grains)|4.8|04/09/2015
Trees|10161|VERY HIGH (3001 - 999999 grains)|3256.7|04/09/2015
Weeds|33|MODERATE (31 - 120 grains)|10.6|04/09/2015
Grasses|27|MODERATE (16 - 60 grains)|8.7|04/10/2015
Trees|6225|VERY HIGH (3001 - 999999 grains)|1995.2|04/10/2015
Weeds|21|LOW (0 - 30 grains)|6.7|04/10/2015
Grasses|27|MODERATE (16 - 60 grains)|8.7|04/13/2015
Trees|2922|HIGH (271 - 3000 grains)|936.5|04/13/2015
Weeds|78|MODERATE (31 - 120 grains)|25.0|04/13/2015
Grasses|30|MODERATE (16 - 60 grains)|9.6|04/14/2015
Trees|3750|VERY HIGH (3001 - 999999 grains)|1201.9|04/14/2015
Weeds|51|MODERATE (31 - 120 grains)|16.3|04/14/2015
Grasses|21|MODERATE (16 - 60 grains)|6.7|04/15/2015
Trees|1854|HIGH (271 - 3000 grains)|594.2|04/15/2015
Weeds|54|MODERATE (31 - 120 grains)|17.3|04/15/2015
Grasses|9|LOW (0 - 15 grains)|2.9|04/16/2015
Trees|2826|HIGH (271 - 3000 grains)|905.8|04/16/2015
Weeds|30|LOW (0 - 30 grains)|9.6|04/16/2015
Grasses|5|LOW (0 - 15 grains)|1.6|04/17/2015
Trees|495|HIGH (271 - 3000 grains)|158.7|04/17/2015
Weeds|11|LOW (0 - 30 grains)|3.5|04/17/2015
Grasses|10|LOW (0 - 15 grains)|3.2|04/20/2015
Trees|209|MODERATE (46 - 270 grains)|67.0|04/20/2015
Weeds|23|LOW (0 - 30 grains)|7.4|04/20/2015
Grasses|27|MODERATE (16 - 60 grains)|8.7|04/21/2015
Trees|429|HIGH (271 - 3000 grains)|137.5|04/21/2015
Weeds|49|MODERATE (31 - 120 grains)|15.7|04/21/2015
Grasses|21|MODERATE (16 - 60 grains)|6.7|04/22/2015
Trees|498|HIGH (271 - 3000 grains)|159.6|04/22/2015
Weeds|66|MODERATE (31 - 120 grains)|21.2|04/22/2015
Grasses|27|MODERATE (16 - 60 grains)|8.7|04/23/2015
Trees|528|HIGH (271 - 3000 grains)|169.2|04/23/2015
Weeds|61|MODERATE (31 - 120 grains)|19.6|04/23/2015
Grasses|21|MODERATE (16 - 60 grains)|6.7|04/24/2015
Trees|352|HIGH (271 - 3000 grains)|112.8|04/24/2015
Weeds|28|LOW (0 - 30 grains)|9.0|04/24/2015
Grasses|0|LOW (0 - 15 grains)|0.0|04/27/2015
Trees|289|HIGH (271 - 3000 grains)|92.6|04/27/2015
Weeds|14|LOW (0 - 30 grains)|4.5|04/27/2015
Grasses|0|LOW (0 - 15 grains)|0.0|04/28/2015
Trees|633|HIGH (271 - 3000 grains)|202.9|04/28/2015
Weeds|24|LOW (0 - 30 grains)|7.7|04/28/2015
Grasses|26|MODERATE (16 - 60 grains)|8.3|04/29/2015
Trees|456|HIGH (271 - 3000 grains)|146.2|04/29/2015
Weeds|44|MODERATE (31 - 120 grains)|14.1|04/29/2015
Grasses|27|MODERATE (16 - 60 grains)|8.7|04/30/2015
Trees|260|MODERATE (46 - 270 grains)|83.3|04/30/2015
Weeds|47|MODERATE (31 - 120 grains)|15.1|04/30/2015
Grasses|5|LOW (0 - 15 grains)|1.6|05/01/2015
Trees|141|MODERATE (46 - 270 grains)|45.2|05/01/2015
Weeds|17|LOW (0 - 30 grains)|5.4|05/01/2015
Grasses|30|MODERATE (16 - 60 grains)|9.6|05/04/2015
Trees|533|HIGH (271 - 3000 grains)|170.8|05/04/2015
Weeds|28|LOW (0 - 30 grains)|9.0|05/04/2015
Grasses|39|MODERATE (16 - 60 grains)|12.5|05/05/2015
Trees|288|HIGH (271 - 3000 grains)|92.3|05/05/2015
Weeds|33|MODERATE (31 - 120 grains)|10.6|05/05/2015
Grasses|51|MODERATE (16 - 60 grains)|16.3|05/06/2015
Trees|523|HIGH (271 - 3000 grains)|167.6|05/06/2015
Weeds|53|MODERATE (31 - 120 grains)|17.0|05/06/2015
Grasses|44|MODERATE (16 - 60 grains)|14.1|05/07/2015
Trees|382|HIGH (271 - 3000 grains)|122.4|05/07/2015
Weeds|42|MODERATE (31 - 120 grains)|13.5|05/07/2015
Grasses|42|MODERATE (16 - 60 grains)|13.5|05/08/2015
Trees|390|HIGH (271 - 3000 grains)|125.0|05/08/2015
Weeds|52|MODERATE (31 - 120 grains)|16.7|05/08/2015
Grasses|94|HIGH (61 - 600 grains)|30.1|05/14/2015
Trees|564|HIGH (271 - 3000 grains)|180.8|05/14/2015
Weeds|46|MODERATE (31 - 120 grains)|14.7|05/14/2015
Grasses|107|HIGH (61 - 600 grains)|34.3|05/15/2015
Trees|273|HIGH (271 - 3000 grains)|87.5|05/15/2015
Weeds|20|LOW (0 - 30 grains)|6.4|05/15/2015
Grasses|61|HIGH (61 - 600 grains)|19.6|05/18/2015
Trees|85|MODERATE (46 - 270 grains)|27.2|05/18/2015
Weeds|15|LOW (0 - 30 grains)|4.8|05/18/2015
Grasses|75|HIGH (61 - 600 grains)|24.0|05/19/2015
Trees|106|MODERATE (46 - 270 grains)|34.0|05/19/2015
Weeds|56|MODERATE (31 - 120 grains)|17.9|05/19/2015
Grasses|91|HIGH (61 - 600 grains)|29.2|05/20/2015
Trees|154|MODERATE (46 - 270 grains)|49.4|05/20/2015
Weeds|6|LOW (0 - 30 grains)|1.9|05/20/2015
Grasses|114|HIGH (61 - 600 grains)|36.5|05/21/2015
Trees|112|MODERATE (46 - 270 grains)|35.9|05/21/2015
Weeds|26|LOW (0 - 30 grains)|8.3|05/21/2015
Grasses|5|LOW (0 - 15 grains)|1.6|05/22/2015
Trees|47|MODERATE (46 - 270 grains)|15.1|05/22/2015
Weeds|3|LOW (0 - 30 grains)|1.0|05/22/2015
Grasses|30|MODERATE (16 - 60 grains)|9.6|05/26/2015
Trees|28|LOW (0 - 45 grains)|9.0|05/26/2015
Weeds|4|LOW (0 - 30 grains)|1.3|05/26/2015
Grasses|22|MODERATE (16 - 60 grains)|7.1|05/27/2015
Trees|37|LOW (0 - 45 grains)|11.9|05/27/2015
Weeds|11|LOW (0 - 30 grains)|3.5|05/27/2015
Grasses|8|LOW (0 - 15 grains)|2.6|05/28/2015
Trees|31|LOW (0 - 45 grains)|9.9|05/28/2015
Weeds|6|LOW (0 - 30 grains)|1.9|05/28/2015
Grasses|23|MODERATE (16 - 60 grains)|7.4|06/01/2015
Trees|18|LOW (0 - 45 grains)|5.8|06/01/2015
Weeds|18|LOW (0 - 30 grains)|5.8|06/01/2015
Grasses|31|MODERATE (16 - 60 grains)|9.9|06/02/2015
Trees|19|LOW (0 - 45 grains)|6.1|06/02/2015
Weeds|26|LOW (0 - 30 grains)|8.3|06/02/2015
Grasses|7|LOW (0 - 15 grains)|2.2|06/03/2015
Trees|5|LOW (0 - 45 grains)|1.6|06/03/2015
Weeds|3|LOW (0 - 30 grains)|1.0|06/03/2015
Grasses|5|LOW (0 - 15 grains)|1.6|06/05/2015
Trees|3|LOW (0 - 45 grains)|1.0|06/05/2015
Weeds|2|LOW (0 - 30 grains)|0.6|06/05/2015
Grasses|14|LOW (0 - 15 grains)|4.5|06/08/2015
Trees|10|LOW (0 - 45 grains)|3.2|06/08/2015
Weeds|2|LOW (0 - 30 grains)|0.6|06/08/2015
Grasses|12|LOW (0 - 15 grains)|3.8|06/09/2015
Trees|31|LOW (0 - 45 grains)|9.9|06/09/2015
Weeds|18|LOW (0 - 30 grains)|5.8|06/09/2015
Grasses|6|LOW (0 - 15 grains)|1.9|06/10/2015
Trees|14|LOW (0 - 45 grains)|4.5|06/10/2015
Weeds|3|LOW (0 - 30 grains)|1.0|06/10/2015
Grasses|10|LOW (0 - 15 grains)|3.2|06/11/2015
Trees|17|LOW (0 - 45 grains)|5.4|06/11/2015
Weeds|33|MODERATE (31 - 120 grains)|10.6|06/11/2015
Grasses|10|LOW (0 - 15 grains)|3.2|06/12/2015
Trees|15|LOW (0 - 45 grains)|4.8|06/12/2015
Weeds|26|LOW (0 - 30 grains)|8.3|06/12/2015
Grasses|15|LOW (0 - 15 grains)|4.8|06/16/2015
Trees|8|LOW (0 - 45 grains)|2.6|06/16/2015
Weeds|6|LOW (0 - 30 grains)|1.9|06/16/2015
Grasses|19|MODERATE (16 - 60 grains)|6.1|06/17/2015
Trees|9|LOW (0 - 45 grains)|2.9|06/17/2015
Weeds|10|LOW (0 - 30 grains)|3.2|06/17/2015
Grasses|7|LOW (0 - 15 grains)|2.2|06/18/2015
Trees|5|LOW (0 - 45 grains)|1.6|06/18/2015
Weeds|8|LOW (0 - 30 grains)|2.6|06/18/2015
Grasses|9|LOW (0 - 15 grains)|2.9|06/19/2015
Trees|7|LOW (0 - 45 grains)|2.2|06/19/2015
Weeds|2|LOW (0 - 30 grains)|0.6|06/19/2015
Grasses|19|MODERATE (16 - 60 grains)|6.1|06/23/2015
Trees|11|LOW (0 - 45 grains)|3.5|06/23/2015
Weeds|9|LOW (0 - 30 grains)|2.9|06/23/2015
Grasses|17|MODERATE (16 - 60 grains)|5.4|06/24/2015
Trees|6|LOW (0 - 45 grains)|1.9|06/24/2015
Weeds|8|LOW (0 - 30 grains)|2.6|06/24/2015
Grasses|12|LOW (0 - 15 grains)|3.8|06/25/2015
Trees|24|LOW (0 - 45 grains)|7.7|06/25/2015
Weeds|6|LOW (0 - 30 grains)|1.9|06/25/2015
Grasses|10|LOW (0 - 15 grains)|3.2|06/26/2015
Trees|45|LOW (0 - 45 grains)|14.4|06/26/2015
Weeds|4|LOW (0 - 30 grains)|1.3|06/26/2015
Grasses|27|MODERATE (16 - 60 grains)|8.7|06/29/2015
Trees|17|LOW (0 - 45 grains)|5.4|06/29/2015
Weeds|5|LOW (0 - 30 grains)|1.6|06/29/2015
Grasses|20|MODERATE (16 - 60 grains)|6.4|06/30/2015
Trees|11|LOW (0 - 45 grains)|3.5|06/30/2015
Weeds|1|LOW (0 - 30 grains)|0.3|06/30/2015
Grasses|2|LOW (0 - 15 grains)|0.6|07/01/2015
Trees|47|MODERATE (46 - 270 grains)|15.1|07/01/2015
Weeds|13|LOW (0 - 30 grains)|4.2|07/01/2015
Grasses|8|LOW (0 - 15 grains)|2.6|07/02/2015
Trees|9|LOW (0 - 45 grains)|2.9|07/02/2015
Weeds|12|LOW (0 - 30 grains)|3.8|07/02/2015
Grasses|0|LOW (0 - 15 grains)|0.0|07/06/2015
Trees|10|LOW (0 - 45 grains)|3.2|07/06/2015
Weeds|4|LOW (0 - 30 grains)|1.3|07/06/2015
Grasses|5|LOW (0 - 15 grains)|1.6|07/07/2015
Trees|16|LOW (0 - 45 grains)|5.1|07/07/2015
Weeds|0|LOW (0 - 30 grains)|0.0|07/07/2015
Grasses|16|MODERATE (16 - 60 grains)|5.1|07/08/2015
Trees|9|LOW (0 - 45 grains)|2.9|07/08/2015
Weeds|2|LOW (0 - 30 grains)|0.6|07/08/2015
Grasses|4|LOW (0 - 15 grains)|1.3|07/09/2015
Trees|11|LOW (0 - 45 grains)|3.5|07/09/2015
Weeds|3|LOW (0 - 30 grains)|1.0|07/09/2015
Grasses|1|LOW (0 - 15 grains)|0.3|07/10/2015
Trees|2|LOW (0 - 45 grains)|0.6|07/10/2015
Weeds|2|LOW (0 - 30 grains)|0.6|07/10/2015
Grasses|5|LOW (0 - 15 grains)|1.6|07/13/2015
Trees|10|LOW (0 - 45 grains)|3.2|07/13/2015
Weeds|1|LOW (0 - 30 grains)|0.3|07/13/2015
Grasses|1|LOW (0 - 15 grains)|0.3|07/14/2015
Trees|9|LOW (0 - 45 grains)|2.9|07/14/2015
Weeds|0|LOW (0 - 30 grains)|0.0|07/14/2015
Grasses|15|LOW (0 - 15 grains)|4.8|07/15/2015
Trees|6|LOW (0 - 45 grains)|1.9|07/15/2015
Weeds|3|LOW (0 - 30 grains)|1.0|07/15/2015
Grasses|5|LOW (0 - 15 grains)|1.6|07/16/2015
Trees|25|LOW (0 - 45 grains)|8.0|07/16/2015
Weeds|2|LOW (0 - 30 grains)|0.6|07/16/2015
Grasses|12|LOW (0 - 15 grains)|3.8|07/17/2015
Trees|6|LOW (0 - 45 grains)|1.9|07/17/2015
Weeds|2|LOW (0 - 30 grains)|0.6|07/17/2015
Grasses|11|LOW (0 - 15 grains)|3.5|07/20/2015
Trees|0|LOW (0 - 45 grains)|0.0|07/20/2015
Weeds|3|LOW (0 - 30 grains)|1.0|07/20/2015
Grasses|9|LOW (0 - 15 grains)|2.9|07/21/2015
Trees|17|LOW (0 - 45 grains)|5.4|07/21/2015
Weeds|5|LOW (0 - 30 grains)|1.6|07/21/2015
Grasses|7|LOW (0 - 15 grains)|2.2|07/22/2015
Trees|9|LOW (0 - 45 grains)|2.9|07/22/2015
Weeds|34|MODERATE (31 - 120 grains)|10.9|07/22/2015
Grasses|6|LOW (0 - 15 grains)|1.9|07/23/2015
Trees|12|LOW (0 - 45 grains)|3.8|07/23/2015
Weeds|29|LOW (0 - 30 grains)|9.3|07/23/2015
Grasses|17|MODERATE (16 - 60 grains)|5.4|07/24/2015
Trees|3|LOW (0 - 45 grains)|1.0|07/24/2015
Weeds|2|LOW (0 - 30 grains)|0.6|07/24/2015
Grasses|7|LOW (0 - 15 grains)|2.2|07/27/2015
Trees|17|LOW (0 - 45 grains)|5.4|07/27/2015
Weeds|4|LOW (0 - 30 grains)|1.3|07/27/2015
Grasses|3|LOW (0 - 15 grains)|1.0|07/28/2015
Trees|9|LOW (0 - 45 grains)|2.9|07/28/2015
Weeds|1|LOW (0 - 30 grains)|0.3|07/28/2015
Grasses|11|LOW (0 - 15 grains)|3.5|07/29/2015
Trees|12|LOW (0 - 45 grains)|3.8|07/29/2015
Weeds|21|LOW (0 - 30 grains)|6.7|07/29/2015
Grasses|12|LOW (0 - 15 grains)|3.8|07/30/2015
Trees|10|LOW (0 - 45 grains)|3.2|07/30/2015
Weeds|23|LOW (0 - 30 grains)|7.4|07/30/2015
Grasses|15|LOW (0 - 15 grains)|4.8|07/31/2015
Trees|6|LOW (0 - 45 grains)|1.9|07/31/2015
Weeds|4|LOW (0 - 30 grains)|1.3|07/31/2015
Grasses|16|MODERATE (16 - 60 grains)|5.1|08/03/2015
Trees|11|LOW (0 - 45 grains)|3.5|08/03/2015
Weeds|31|MODERATE (31 - 120 grains)|9.9|08/03/2015
Grasses|21|MODERATE (16 - 60 grains)|6.7|08/04/2015
Trees|14|LOW (0 - 45 grains)|4.5|08/04/2015
Weeds|6|LOW (0 - 30 grains)|1.9|08/04/2015
Grasses|16|MODERATE (16 - 60 grains)|5.1|08/05/2015
Trees|5|LOW (0 - 45 grains)|1.6|08/05/2015
Weeds|6|LOW (0 - 30 grains)|1.9|08/05/2015
Grasses|33|MODERATE (16 - 60 grains)|10.6|08/06/2015
Trees|13|LOW (0 - 45 grains)|4.2|08/06/2015
Weeds|3|LOW (0 - 30 grains)|1.0|08/06/2015
Grasses|18|MODERATE (16 - 60 grains)|5.8|08/07/2015
Trees|11|LOW (0 - 45 grains)|3.5|08/07/2015
Weeds|5|LOW (0 - 30 grains)|1.6|08/07/2015
Grasses|13|LOW (0 - 15 grains)|4.2|08/10/2015
Trees|10|LOW (0 - 45 grains)|3.2|08/10/2015
Weeds|25|LOW (0 - 30 grains)|8.0|08/10/2015
Grasses|8|LOW (0 - 15 grains)|2.6|08/11/2015
Trees|31|LOW (0 - 45 grains)|9.9|08/11/2015
Weeds|12|LOW (0 - 30 grains)|3.8|08/11/2015
Grasses|2|LOW (0 - 15 grains)|0.6|08/12/2015
Trees|3|LOW (0 - 45 grains)|1.0|08/12/2015
Weeds|16|LOW (0 - 30 grains)|5.1|08/12/2015
Grasses|2|LOW (0 - 15 grains)|0.6|08/13/2015
Trees|13|LOW (0 - 45 grains)|4.2|08/13/2015
Weeds|35|MODERATE (31 - 120 grains)|11.2|08/13/2015
Grasses|4|LOW (0 - 15 grains)|1.3|08/14/2015
Trees|13|LOW (0 - 45 grains)|4.2|08/14/2015
Weeds|29|LOW (0 - 30 grains)|9.3|08/14/2015
Grasses|5|LOW (0 - 15 grains)|1.6|08/17/2015
Trees|9|LOW (0 - 45 grains)|2.9|08/17/2015
Weeds|31|MODERATE (31 - 120 grains)|9.9|08/17/2015
Grasses|0|LOW (0 - 15 grains)|0.0|08/18/2015
Trees|6|LOW (0 - 45 grains)|1.9|08/18/2015
Weeds|21|LOW (0 - 30 grains)|6.7|08/18/2015
Grasses|1|LOW (0 - 15 grains)|0.3|08/19/2015
Trees|6|LOW (0 - 45 grains)|1.9|08/19/2015
Weeds|20|LOW (0 - 30 grains)|6.4|08/19/2015
Grasses|0|LOW (0 - 15 grains)|0.0|08/20/2015
Trees|3|LOW (0 - 45 grains)|1.0|08/20/2015
Weeds|27|LOW (0 - 30 grains)|8.7|08/20/2015
Grasses|2|LOW (0 - 15 grains)|0.6|08/21/2015
Trees|4|LOW (0 - 45 grains)|1.3|08/21/2015
Weeds|29|LOW (0 - 30 grains)|9.3|08/21/2015
Grasses|9|LOW (0 - 15 grains)|2.9|08/24/2015
Trees|18|LOW (0 - 45 grains)|5.8|08/24/2015
Weeds|47|MODERATE (31 - 120 grains)|15.1|08/24/2015
Grasses|2|LOW (0 - 15 grains)|0.6|08/25/2015
Trees|4|LOW (0 - 45 grains)|1.3|08/25/2015
Weeds|29|LOW (0 - 30 grains)|9.3|08/25/2015
Grasses|1|LOW (0 - 15 grains)|0.3|08/26/2015
Trees|1|LOW (0 - 45 grains)|0.3|08/26/2015
Weeds|72|MODERATE (31 - 120 grains)|23.1|08/26/2015
Grasses|4|LOW (0 - 15 grains)|1.3|08/27/2015
Trees|8|LOW (0 - 45 grains)|2.6|08/27/2015
Weeds|62|MODERATE (31 - 120 grains)|19.9|08/27/2015
Grasses|3|LOW (0 - 15 grains)|1.0|08/28/2015
Trees|6|LOW (0 - 45 grains)|1.9|08/28/2015
Weeds|50|MODERATE (31 - 120 grains)|16.0|08/28/2015
Grasses|2|LOW (0 - 15 grains)|0.6|08/31/2015
Trees|6|LOW (0 - 45 grains)|1.9|08/31/2015
Weeds|24|LOW (0 - 30 grains)|7.7|08/31/2015
Grasses|0|LOW (0 - 15 grains)|0.0|09/01/2015
Trees|0|LOW (0 - 45 grains)|0.0|09/01/2015
Weeds|5|LOW (0 - 30 grains)|1.6|09/01/2015
Grasses|2|LOW (0 - 15 grains)|0.6|09/02/2015
Trees|31|LOW (0 - 45 grains)|9.9|09/02/2015
Weeds|52|MODERATE (31 - 120 grains)|16.7|09/02/2015
Grasses|1|LOW (0 - 15 grains)|0.3|09/03/2015
Trees|74|MODERATE (46 - 270 grains)|23.7|09/03/2015
Weeds|31|MODERATE (31 - 120 grains)|9.9|09/03/2015
Grasses|5|LOW (0 - 15 grains)|1.6|09/04/2015
Trees|64|MODERATE (46 - 270 grains)|20.5|09/04/2015
Weeds|74|MODERATE (31 - 120 grains)|23.7|09/04/2015
Grasses|0|LOW (0 - 15 grains)|0.0|09/08/2015
Trees|1|LOW (0 - 45 grains)|0.3|09/08/2015
Weeds|8|LOW (0 - 30 grains)|2.6|09/08/2015
Grasses|5|LOW (0 - 15 grains)|1.6|09/09/2015
Trees|37|LOW (0 - 45 grains)|11.9|09/09/2015
Weeds|60|MODERATE (31 - 120 grains)|19.2|09/09/2015
Grasses|0|LOW (0 - 15 grains)|0.0|09/11/2015
Trees|61|MODERATE (46 - 270 grains)|19.6|09/11/2015
Weeds|22|LOW (0 - 30 grains)|7.1|09/11/2015
Grasses|2|LOW (0 - 15 grains)|0.6|09/14/2015
Trees|40|LOW (0 - 45 grains)|12.8|09/14/2015
Weeds|52|MODERATE (31 - 120 grains)|16.7|09/14/2015
Grasses|9|LOW (0 - 15 grains)|2.9|09/15/2015
Trees|31|LOW (0 - 45 grains)|9.9|09/15/2015
Weeds|39|MODERATE (31 - 120 grains)|12.5|09/15/2015
Grasses|5|LOW (0 - 15 grains)|1.6|09/16/2015
Trees|17|LOW (0 - 45 grains)|5.4|09/16/2015
Weeds|78|MODERATE (31 - 120 grains)|25.0|09/16/2015
Grasses|9|LOW (0 - 15 grains)|2.9|09/17/2015
Trees|15|LOW (0 - 45 grains)|4.8|09/17/2015
Weeds|72|MODERATE (31 - 120 grains)|23.1|09/17/2015
Grasses|4|LOW (0 - 15 grains)|1.3|09/18/2015
Trees|25|LOW (0 - 45 grains)|8.0|09/18/2015
Weeds|58|MODERATE (31 - 120 grains)|18.6|09/18/2015
Grasses|6|LOW (0 - 15 grains)|1.9|09/21/2015
Trees|472|HIGH (271 - 3000 grains)|151.3|09/21/2015
Weeds|63|MODERATE (31 - 120 grains)|20.2|09/21/2015
Grasses|4|LOW (0 - 15 grains)|1.3|09/22/2015
Trees|109|MODERATE (46 - 270 grains)|34.9|09/22/2015
Weeds|53|MODERATE (31 - 120 grains)|17.0|09/22/2015
Grasses|4|LOW (0 - 15 grains)|1.3|09/23/2015
Trees|88|MODERATE (46 - 270 grains)|28.2|09/23/2015
Weeds|47|MODERATE (31 - 120 grains)|15.1|09/23/2015
Grasses|7|LOW (0 - 15 grains)|2.2|09/24/2015
Trees|21|LOW (0 - 45 grains)|6.7|09/24/2015
Weeds|35|MODERATE (31 - 120 grains)|11.2|09/24/2015
Grasses|4|LOW (0 - 15 grains)|1.3|09/25/2015
Trees|25|LOW (0 - 45 grains)|8.0|09/25/2015
Weeds|45|MODERATE (31 - 120 grains)|14.4|09/25/2015
Grasses|3|LOW (0 - 15 grains)|1.0|09/28/2015
Trees|0|LOW (0 - 45 grains)|0.0|09/28/2015
Weeds|36|MODERATE (31 - 120 grains)|11.5|09/28/2015
Grasses|0|LOW (0 - 15 grains)|0.0|09/29/2015
Trees|2|LOW (0 - 45 grains)|0.6|09/29/2015
Weeds|18|LOW (0 - 30 grains)|5.8|09/29/2015
Grasses|2|LOW (0 - 15 grains)|0.6|09/30/2015
Trees|21|LOW (0 - 45 grains)|6.7|09/30/2015
Weeds|14|LOW (0 - 30 grains)|4.5|09/30/2015
Grasses|2|LOW (0 - 15 grains)|0.6|10/01/2015
Trees|29|LOW (0 - 45 grains)|9.3|10/01/2015
Weeds|18|LOW (0 - 30 grains)|5.8|10/01/2015
Grasses|0|LOW (0 - 15 grains)|0.0|10/02/2015
Trees|0|LOW (0 - 45 grains)|0.0|10/02/2015
Weeds|3|LOW (0 - 30 grains)|1.0|10/02/2015
Grasses|2|LOW (0 - 15 grains)|0.6|10/05/2015
Trees|1|LOW (0 - 45 grains)|0.3|10/05/2015
Weeds|6|LOW (0 - 30 grains)|1.9|10/05/2015
Grasses|1|LOW (0 - 15 grains)|0.3|10/06/2015
Trees|1|LOW (0 - 45 grains)|0.3|10/06/2015
Weeds|25|LOW (0 - 30 grains)|8.0|10/06/2015
Grasses|2|LOW (0 - 15 grains)|0.6|10/07/2015
Trees|1|LOW (0 - 45 grains)|0.3|10/07/2015
Weeds|24|LOW (0 - 30 grains)|7.7|10/07/2015
Grasses|1|LOW (0 - 15 grains)|0.3|10/08/2015
Trees|7|LOW (0 - 45 grains)|2.2|10/08/2015
Weeds|19|LOW (0 - 30 grains)|6.1|10/08/2015
Grasses|5|LOW (0 - 15 grains)|1.6|10/09/2015
Trees|6|LOW (0 - 45 grains)|1.9|10/09/2015
Weeds|42|MODERATE (31 - 120 grains)|13.5|10/09/2015
Grasses|0|LOW (0 - 15 grains)|0.0|10/12/2015
Trees|1|LOW (0 - 45 grains)|0.3|10/12/2015
Weeds|8|LOW (0 - 30 grains)|2.6|10/12/2015
Grasses|0|LOW (0 - 15 grains)|0.0|10/13/2015
Trees|20|LOW (0 - 45 grains)|6.4|10/13/2015
Weeds|40|MODERATE (31 - 120 grains)|12.8|10/13/2015
Grasses|0|LOW (0 - 15 grains)|0.0|10/14/2015
Trees|142|MODERATE (46 - 270 grains)|45.5|10/14/2015
Weeds|31|MODERATE (31 - 120 grains)|9.9|10/14/2015
Grasses|0|LOW (0 - 15 grains)|0.0|10/15/2015
Trees|29|LOW (0 - 45 grains)|9.3|10/15/2015
Weeds|19|LOW (0 - 30 grains)|6.1|10/15/2015
Grasses|4|LOW (0 - 15 grains)|1.3|10/16/2015
Trees|16|LOW (0 - 45 grains)|5.1|10/16/2015
Weeds|12|LOW (0 - 30 grains)|3.8|10/16/2015
Grasses|0|LOW (0 - 15 grains)|0.0|10/19/2015
Trees|1|LOW (0 - 45 grains)|0.3|10/19/2015
Weeds|7|LOW (0 - 30 grains)|2.2|10/19/2015
Grasses|0|LOW (0 - 15 grains)|0.0|10/20/2015
Trees|11|LOW (0 - 45 grains)|3.5|10/20/2015
Weeds|6|LOW (0 - 30 grains)|1.9|10/20/2015
Grasses|0|LOW (0 - 15 grains)|0.0|10/21/2015
Trees|25|LOW (0 - 45 grains)|8.0|10/21/2015
Weeds|6|LOW (0 - 30 grains)|1.9|10/21/2015
Grasses|0|LOW (0 - 15 grains)|0.0|10/22/2015
Trees|25|LOW (0 - 45 grains)|8.0|10/22/2015
Weeds|4|LOW (0 - 30 grains)|1.3|10/22/2015
