Total (Grains/m^3)|Comments|Date
14.4|Predominant pollen (Weeds) Pigweed|10/19/2023
28.2|Predominant Pollen: (Weeds) Ragweed|10/20/2023
9.0|Predominant Pollen (Weeds): Ragweed and Pigweed|10/23/2023
1.9|Predominant Pollen (Weeds): Ragweed|10/24/2023
5.4|Predominant Pollen (Weeds): Ragweed|10/25/2023
1.9|Predominant Pollen (Grass & Weeds): Ragweed|10/26/2023
0.6|Pollen is low for grasses and weeds|10/27/2023
10.9|Pollen is LOW for all types|10/30/2023
1.3|Pollen is Low|11/02/2023
9.9|Predominant Pollen = (Trees) Juniper/Cedar/Cypress|02/01/2024
1.3|Predominantly pollen was alder|02/02/2024
1.9|Predominant Pollen Trees:(Juniper/Cypress)|02/05/2024
9.9|Predominant pollen: Elm|02/06/2024
1.9|Predominant Pollen Trees:(Elm)|02/08/2024
22.8|Predominant Pollen: Trees - Juniper/Cedar, Elm, Alder|02/09/2024
45.2|Predominant Pollen: Trees (Juniper/Cedar, Elm, Pine)|02/12/2024
13.5|Predominant Pollen: Trees (Maple)|02/13/2024
23.7|Predominant pollen: Trees (Elm and Alder)|02/14/2024
44.6|Predominant Pollen: Trees(Elm/Alder)|02/15/2024
187.2|Predominant Pollen: Trees (Juniper/Cedar, Elm, Maple, Alder)|02/16/2024
3.8|Predominant pollen (Trees): Juniper and Elm|02/19/2024
22.1|Predominant Pollen: Trees(Elm)|02/20/2024
33.7|Predominant Pollen: Trees(Juniper/Cypress)|02/21/2024
60.6|Predominant Pollen - (Trees) Juniper/Cedar/Cypress and Elm|02/22/2024
0.0|n/a - No pollen count due to system error|02/23/2024
16.0|Trees: Junipers, Elm|02/26/2024
96.5|Predominant Pollen: Trees(Cypress/Juniper, Pine, Maple)|02/27/2024
112.5|Predominant Pollen: Trees (Juniper/Cedar, Elm, Pine, Oak/Maple)|02/28/2024
33.3|trees: Oak, Alder, Juniper,|02/29/2024
13.8|Grasses and Trees (Juniper/Cedar, Elm)|03/01/2024
85.3|Predominant Pollen: Trees(Cypress/Juniper)|03/04/2024
23.4|Predominant Pollen: Trees (Cypress/Juniper/Elm)|03/05/2024
31.1|Predominant Pollen: Trees (Cypress/Juniper/Pine)|03/06/2024
1.0|Predominant Pollen: Trees (Cypress/Juniper/Maple)|03/07/2024
39.1|Grasses Trees: Junipers, Oak, Elm|03/08/2024
33.7|Predominant Pollen: Trees(Cypress/Juniper/Maple)|03/11/2024
9.3|Predominant Pollen: Trees(Cypress/Juniper/Maple)|03/12/2024
20.2|(Trees): cottonwood, oak, maple, elm, and pine|03/13/2024
25.0|Predominant Pollen: Trees (Cottonwood/Maple)|03/14/2024
426.6|(Trees): Oak, Ash, Pine, Sweet Gum, and Maple|03/15/2024
616.3|(Trees): Mulberry, Oak, Pine, Maple, and Ash [estimated count]|03/18/2024
323.1|Predominant Pollen: Trees - Mulberry, Pine, Oak, Maple, Ash|03/19/2024
492.9|Predominant Pollen: Trees(Mulberry/Pine/Oak)(Estimated Count)|03/20/2024
2040.4|(Trees): Mulberry, Pine, Oak, Maple, Ash|03/21/2024
478.8|(Trees): Mulberry, Oak, Pine, Sweet Gum, and Ash (Estimated Count)|03/22/2024
1218.3|Predominant Pollen: Trees (Pine/Mulberry) Estimated Count|03/25/2024
484.0|(Trees): Pine, Oak, Mulberry, Alder, and Sweet Gum|03/26/2024
636.5|Predominant Pollen: Trees (Pine, Maple, Mulberry) Estimated count|03/27/2024
16.7|(Trees): Mulberry, Oak, and Pine|03/28/2024
5232.7|(Trees): Mulberry, Pine, Oak, Sweet Gum, and Ash|04/01/2024
3634.6|(Trees): Mulberry, Pine, Oak, Maple, and Sweet Gum|04/03/2024
376.6|Predominant Pollen: Trees (Mulberry, Pine, Oak, Maple, Sweet Gum, Willow)|04/05/2024
384.6|Predominant Pollen: Trees (Mulberry, Oak, Maple)|04/08/2024
1313.5|Predominant Pollen: Trees (Oak, Maple, Mulberry, Pine) and Grasses|04/09/2024
584.9|(Trees): Oak, Mulberry, Maple, Ash, Sweet Gum|04/10/2024
533.7|(Trees): oak, maple, mulberry, ash, and hickory/pecan|04/11/2024
838.8|(Trees): Oak, Maple, Ash, Mulberry, and Pine|04/12/2024
1095.5|Predominant Pollen: Trees (Mulberry, Ash, Maple, Oak)(Est|04/15/2024
652.6|Trees: Oak, Maple, Mulberry, Pine|04/17/2024
580.4|(trees): mulberry, maple, oak, and ash|04/18/2024
422.4|(Trees): Oak, Maple, Mulberry, Ash, Hickory/Pecan|04/19/2024
392.9|(Trees) Oak, Maple, Pine, Hickory/Pecan, and Ash|04/22/2024
105.8|(trees) oak, maple, and pine|04/23/2024
321.8|(trees) mulberry, oak, elm, and pine|04/24/2024
197.1|Predominant Trees: Oak, Maple, Pine, Birch and Elm|04/26/2024
59.6|Predominant Pollen: Trees (Hickory/Pecan, Oak, Pine)|04/29/2024
163.8|Predominant Pollen: Trees (Mulberry, Maple, Pine, Oak)|04/30/2024
75.3|Predominant Pollen: Trees (Elm, Ash, Mulberry, Pine)(Estimated count)|05/01/2024
142.6|Predominant trees: Maple, Oak, Mulberry, Birch and Pine|05/03/2024
7.1|Predominant Trees: Oak and Pine|05/06/2024
160.3|Predominant Trees: Beech, Mulberry, Oak, Birch|05/07/2024
142.0|(Trees): willow, beech, hickory/pecan, oak, and pine|05/08/2024
126.3|(Trees): Willow, Walnut, Hickory/Pecan, Pine, and Oak|05/09/2024
91.3|Predominant Pollen: Trees(Walnut, Mulberry, Pine, Willow, Oak)|05/13/2024
36.5|Predominant Pollen: Trees (Pine, Walnut, Willow, Maple|05/14/2024
0.6|Pollen is LOW|05/15/2024
3.2|(Grasses) are the predominant pollen but LOW|05/16/2024
77.6|(Grasses)|05/17/2024
12.8|(Grasses)|05/20/2024
9.9|(Grasses)|05/21/2024
16.0|(Trees): Juniper/Cedar/Cypress and Hickory/Pecan|05/22/2024
18.6|(Grasses)|05/23/2024
29.5|(Trees): Spruce/Pine, Hickory/Pecan, and Juniper/Cedar/Cypress|05/24/2024
45.5|(Grasses)|05/28/2024
22.4|Predominant Pollen: Grass|05/29/2024
60.9|Grasses|05/30/2024
36.5|Grasses|05/31/2024
13.5|(Grasses)|06/03/2024
24.0|(Grasses)|06/04/2024
10.6|(Grasses)|06/05/2024
19.6|(Trees) willow, spruce/pine, juniper/cedar/cypress|06/06/2024
30.4|(Grasses)|06/07/2024
22.1|(Grasses)|06/10/2024
